assists,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,163,True,True,0,0,1,0.06,467189,None,,0,0,0,0,0.2,460,13,None,,0,1,0.0,0.0,0,0.01,0.0,0.01,0.0,0.00,31.84,2.05,0.0,Mads,0.0,569,70,31,2.0,0,51.5,168,4,293,False,514.4,14,4,1395,Groin Injury - Unknown return date,2024-12-14T22:30:08.086057Z,45,398,16,0,0,None,0,,467189.jpg,2.4,197,31,0,58,False,65,4.19,Hermansen,0.5,262,42,False,None,16,1.03,i,11,13,2023-07-18,0.0,602,59,38,116388,88,127263,5092,0.0,8.4,Hermansen,0
0,0,0,True,True,None,None,0,0,207270,None,,0,0,-1,1,0.0,469,18,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Daniel,0.0,403,33,0,0,0,0.0,495,43,294,False,0.0,496,43,0,,None,39,701,68,0,0,None,0,,207270.jpg,0.0,503,43,0,58,False,0,0,Iversen,0.9,212,31,False,None,0,0,a,11,13,2019-07-15,0.0,430,5,0,75410,4282,56450,4161,0.0,0.0,Iversen,0
1,2,112,True,True,None,None,1,0.05,220627,None,,0,0,-3,3,108.3,200,48,None,,2,2,1.0,1.0,1,0.32,0.02,1.44,0.08,1.12,37.91,2.08,0.06,James,1.0,254,83,42,2.3,2,63.2,121,26,295,False,369.8,68,24,1643,,None,42,585,149,0,0,None,0,,220627.jpg,2.1,233,70,0,241,False,0,0.0,Justin,1.7,157,63,False,None,19,1.04,a,11,13,2019-06-28,152.0,125,12,39,611871,9443,483006,14650,0.2,9.3,Justin,2
1,0,130,True,True,100,100,1,0.06,481510,1,,0,0,0,0,248.6,84,15,None,,0,2,0.8,0.8,0,1.13,0.07,1.13,0.07,0.00,33.79,2.05,0.0,Victor,0.8,287,96,35,2.12,0,60.3,133,32,296,False,343.4,84,32,1487,,2024-10-27T22:00:06.301413Z,45,402,74,1,0,None,0,,481510.jpg,1.4,349,118,0,58,False,0,0.0,Kristiansen,0.1,422,150,False,None,17,1.03,a,11,13,2023-01-20,12.0,355,124,23,14664,201,19774,1063,0.2,5.1,Kristiansen,1
0,0,0,False,True,0,0,0,0,461584,None,,0,0,0,0,0.0,616,256,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wanya,0.0,565,218,0,0,0,0.0,621,254,297,False,0.0,622,255,0,Loaned to De Graafschap,2024-08-31T06:21:32.289998Z,45,394,242,0,0,None,0,,461584.jpg,0.0,628,258,0,None,False,0,0,Marçal-Madivádua,0.0,637,273,False,None,0,0,u,11,13,None,0.0,598,250,0,754,0,4470,22,0.0,0.0,Marcal,0
1,3,185,True,True,None,None,1,0.08,154048,None,,0,0,-4,4,268.1,74,59,1,,0,3,4.0,4.0,7,2.83,0.23,4.19,0.34,1.36,23.77,1.93,0.11,Stephy,4.0,58,27,26,2.11,3,71.6,98,59,298,False,247.0,163,64,1110,,None,51,174,108,0,0,4,0,,154048.jpg,2.6,172,74,0,241,False,0,0.0,Mavididi,0.3,291,93,False,None,12,0.97,a,11,13,2023-07-31,204.0,88,55,50,172025,2849,195928,1819,0.8,9.8,Mavididi,2
1,0,53,True,True,100,0,1,0.27,461587,None,,0,0,-3,3,33.9,319,181,None,,0,3,0.0,0.0,0,0.10,0.03,0.65,0.18,0.55,9.15,2.5,0.15,Kasey,0.0,632,266,6,1.64,0,14.9,347,169,299,False,52.6,363,170,330,,2024-12-29T08:30:08.854035Z,47,334,215,0,0,None,0,,461587.jpg,1.9,277,121,0,104,False,0,0.0,McAteer,0.0,524,202,False,None,4,1.09,a,11,13,2021-12-01,65.0,238,134,17,10757,54,11434,639,0.0,3.6,McAteer,0
4,1,204,True,True,0,0,1,0.07,203341,None,,0,0,-1,1,155.6,144,99,None,,1,3,0.0,0.0,0,1.13,0.08,2.66,0.19,1.53,26.39,1.95,0.11,Wilfred,0.0,655,281,25,1.85,0,66.8,114,69,300,False,326.6,95,29,1216,Hamstring injury - Expected back 01 Feb,2024-12-09T09:30:06.387859Z,49,252,163,1,0,None,0,,203341.jpg,2.5,187,80,0,157,False,0,0.0,Ndidi,0.2,359,119,False,None,15,1.11,i,11,13,2017-01-03,187.0,104,68,37,105601,7,112043,1132,0.0,7.6,Ndidi,4
0,1,84,True,True,100,100,1,0.11,473341,None,,0,0,0,0,10.7,389,134,None,,0,2,0.8,0.8,1,0.10,0.01,0.24,0.03,0.14,20.26,2.28,0.02,Caleb,0.8,281,91,18,2.03,0,28.3,272,85,301,False,236.4,168,63,799,,2024-11-30T22:00:07.641824Z,40,644,183,0,0,None,0,,473341.jpg,1.3,356,119,0,106,False,0,0.0,Okoli,0.7,229,88,False,None,9,1.01,a,11,13,2024-07-09,36.0,280,86,17,171371,623,120748,4471,0.2,4.2,Okoli,2
0,0,10,True,True,0,0,0,0.0,111931,None,,0,0,-4,4,5.7,413,142,None,,0,2,0.0,0.0,0,0.03,0.02,0.03,0.02,0.00,2.08,1.28,0.0,Ricardo,0.0,492,203,4,2.47,0,2.2,447,154,302,False,13.8,436,157,146,Hamstring injury - Expected back 01 Mar,2024-11-10T23:00:07.847243Z,41,594,153,0,0,None,0,,111931.jpg,1.0,411,142,0,173,False,0,0.0,Barbosa Pereira,0.1,471,169,False,None,2,1.23,i,11,13,2018-06-09,2.0,413,147,2,5050,22,21116,296,0.0,0.5,Ricardo,1
0,0,0,False,True,0,0,0,0,194190,None,,0,0,0,0,0.0,489,176,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,427,153,0,0,0,0.0,512,179,303,False,0.0,513,179,0,Season long loan to Sheffield United,2024-08-07T08:21:01.638839Z,40,615,166,0,0,None,0,,194190.jpg,0.0,519,179,0,None,False,0,0,Souttar,0.0,663,229,False,None,0,0,u,11,13,None,0.0,454,163,0,0,0,1472,13,0.0,0.0,Souttar,0
0,0,19,True,True,100,100,0,0.0,436680,None,,0,0,0,0,0.0,502,38,None,,0,1,1.5,1.5,2,0.00,0.0,0.00,0.0,0.00,4.74,1.58,0.0,Jakub,1.5,208,19,7,2.33,0,8.4,379,29,304,False,84.0,327,29,270,,2024-07-25T11:00:04.015354Z,40,632,55,0,0,None,0,,436680.jpg,2.0,250,32,0,172,False,10,3.33,Stolarczyk,0.3,303,47,False,None,3,1.0,a,11,13,2020-09-04,0.0,467,25,6,42545,13496,14347,4454,0.4,1.5,Stolarczyk,0
0,0,12,True,True,None,None,0,0.0,244619,None,,0,0,-1,1,15.0,375,127,None,,0,2,0.2,0.2,1,0.05,0.03,0.07,0.04,0.02,3.96,1.99,0.01,Luke,0.2,347,115,6,3.02,0,5.3,417,142,305,False,28.0,398,142,179,,None,39,705,235,0,0,None,0,,244619.jpg,0.5,489,167,0,241,False,0,0.0,Thomas,1.9,141,56,False,None,2,1.01,a,11,13,2020-07-15,10.0,361,126,1,257888,7643,133256,9022,0.1,0.3,Thomas,0
4,10,273,True,True,100,100,1,0.06,101668,None,,0,0,0,0,152.1,149,17,None,,1,4,2.2,2.2,5,2.05,0.13,8.32,0.52,6.27,34.35,2.12,0.39,Jamie,2.2,162,23,36,2.22,6,84.9,70,17,306,False,306.6,113,16,1461,,2024-12-25T22:30:08.266785Z,55,103,30,0,0,1,0,,101668.jpg,4.2,44,13,0,241,False,0,0.0,Vardy,6.3,59,13,False,None,18,1.11,a,11,13,2012-07-01,394.0,37,15,76,2425935,38302,2162536,41138,0.4,13.8,Vardy,4
0,0,65,True,True,75,100,0,0.0,93100,None,,0,0,0,0,22.7,351,117,None,,0,2,0.4,0.5,2,0.07,0.01,0.11,0.01,0.04,16.70,1.62,0.0,Jannik,0.5,316,100,24,2.32,0,27.3,276,86,307,False,218.6,184,72,930,Knock - 75% chance of playing,2025-01-12T22:30:08.908200Z,40,603,158,0,0,None,0,,93100.jpg,0.7,484,164,0,58,False,0,0.0,Vestergaard,1.5,171,67,False,None,11,1.06,d,11,13,2021-08-13,30.0,296,95,8,236305,1249,277354,6155,0.1,2.0,Vestergaard,4
0,0,-5,True,True,None,None,0,0.0,95463,None,,0,0,0,0,0.0,483,29,None,,0,1,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,3.35,2.23,0.0,Danny,0.2,351,26,6,4.0,0,3.6,430,35,308,False,35.4,391,35,135,,None,40,605,46,0,0,None,0,,95463.jpg,1.0,400,36,0,244,False,4,2.67,Ward,1.8,145,20,False,None,1,0.67,a,11,13,2018-07-20,0.0,447,16,2,94445,1211,156629,5676,0.0,0.5,Ward,0
2,0,207,True,True,100,100,0,0.0,157668,2,,0,0,0,0,252.3,82,65,None,,0,3,1.8,1.8,2,1.40,0.11,1.56,0.12,0.16,21.97,1.72,0.01,Harry,1.8,188,84,25,1.96,0,48.0,188,99,309,False,204.8,196,81,1148,,2024-11-23T17:30:08.809600Z,45,364,229,0,0,None,0,,157668.jpg,2.0,258,111,0,241,False,0,0.0,Winks,6.0,63,17,False,None,13,1.02,a,11,13,2023-07-01,21.0,322,172,30,1227405,10058,1933969,25421,0.4,6.7,Winks,3
0,0,82,True,True,None,None,1,0.13,209042,None,,0,0,-3,3,106.2,203,128,None,,0,3,0.5,0.5,0,0.27,0.03,0.34,0.04,0.07,19.57,2.5,0.01,Oliver,0.5,327,164,19,2.43,0,19.5,322,160,501,False,74.8,337,158,704,,None,47,331,214,0,0,None,0,,209042.jpg,1.2,376,180,0,241,False,0,0.0,Skipp,0.0,543,213,False,None,7,0.89,a,11,13,2024-08-19,13.0,350,185,15,4355,192,6336,178,0.1,3.2,Skipp,4
2,3,125,True,True,0,0,0,0.0,531442,None,,0,0,-3,3,104.3,207,130,None,,0,3,0.0,0.0,0,1.42,0.22,1.83,0.28,0.41,11.00,1.72,0.06,Abdul,0.0,688,305,14,2.19,0,40.1,216,112,570,False,147.6,252,108,576,Knee injury - Expected back 01 Jun,2024-11-21T10:30:09.372550Z,52,169,104,0,0,None,0,,531442.jpg,2.4,205,86,0,81,False,0,0.0,Fatawu,0.2,361,121,False,None,6,0.94,i,11,13,2024-07-16,148.0,131,88,26,68842,17,101070,510,0.0,5.0,A.Fatawu,0
0,0,3,True,True,None,None,0,0.0,532534,None,,0,0,0,0,0.3,454,229,None,,0,3,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Will,0.2,372,175,0,0.0,0,0.0,651,277,606,False,0.0,652,278,1,,None,45,439,273,0,0,None,0,,532534.jpg,1.0,433,199,0,241,False,0,0.0,Alves,0.1,464,169,False,None,0,0.0,a,11,13,2024-02-09,0.0,631,273,1,12025,107,12981,268,0.0,0.2,Alves,0
0,0,0,False,True,0,0,0,0,501770,None,,0,0,0,0,0.0,520,194,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,457,172,0,0,0,0.0,540,197,616,False,0.0,541,197,0,Loaned to Oxford United,2024-08-31T06:22:31.067773Z,40,653,191,0,0,None,0,,501770.jpg,0.0,547,197,0,None,False,0,0,Nelson,0.0,619,212,False,None,0,0,u,11,13,None,0.0,487,183,0,2208,0,3663,22,0.0,0.0,Nelson,0
1,3,137,True,True,None,None,1,0.11,513527,4,,0,0,-2,2,203.9,116,82,None,,1,3,1.5,1.5,2,1.11,0.13,1.46,0.17,0.35,18.90,2.14,0.04,Bilal,1.5,214,99,23,2.6,1,37.8,227,114,635,False,133.6,264,115,796,,None,48,322,208,0,0,None,0,,513527.jpg,2.3,211,88,0,145,False,0,0.0,El Khannouss,0.2,347,113,False,None,10,1.13,a,11,13,2024-08-29,42.0,271,150,34,51644,1718,32773,3255,0.3,7.1,El Khannouss,1
0,0,0,True,True,None,None,0,0,531997,None,,0,0,0,0,0.0,646,278,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Henry,0.0,601,244,0,0,0,0.0,650,276,694,False,0.0,651,277,0,,None,45,438,272,0,0,None,0,,531997.jpg,0.0,657,280,0,241,False,0,0,Cartwright,0.0,701,311,False,None,0,0,a,11,13,2024-12-13,0.0,630,272,0,307,46,143,39,0.0,0.0,Cartwright,0
0,0,0,True,True,None,None,0,0,532535,None,,0,0,0,0,0.0,529,202,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Thomas,0.0,466,180,0,0,0,0.0,548,204,708,False,0.0,549,204,0,,None,40,664,201,0,0,None,0,,532535.jpg,0.0,555,204,0,241,False,0,0,Wilson-Brown,0.0,683,236,False,None,0,0,a,11,13,2022-07-08,0.0,497,192,0,275,85,102,86,0.0,0.0,Wilson-Brown,0
0,5,178,True,True,100,100,5,0.46,116535,None,,0,0,-1,1,13.0,383,2,None,,1,1,3.5,3.5,1,0.20,0.02,0.20,0.02,0.00,7.96,0.73,0.0,Alisson,2.5,136,15,10,0.92,0,19.7,320,24,310,False,185.8,219,24,978,,2024-10-05T14:00:07.200306Z,54,121,2,0,0,None,0,,116535.jpg,4.2,43,6,0,30,False,21,1.93,Ramses Becker,6.9,53,11,False,None,11,1.01,a,12,14,2018-07-19,0.0,705,73,46,888836,40165,1388954,25920,0.5,8.5,A.Becker,0
4,11,352,True,True,100,100,7,0.45,169187,1,,0,0,2,-2,560.2,9,2,1,,2,2,6.2,6.2,0,4.71,0.3,5.35,0.34,0.64,12.22,0.79,0.04,Trent,5.2,36,8,15,0.97,1,108.1,38,3,311,False,420.6,41,12,1394,,2024-11-10T01:30:08.685145Z,72,22,1,0,0,None,0,,169187.jpg,4.6,28,3,0,241,False,0,0.0,Alexander-Arnold,27.1,10,3,False,None,17,1.1,a,12,14,2015-07-01,101.0,183,40,83,2985417,83171,3280415,159478,0.7,11.5,Alexander-Arnold,4
0,0,0,False,True,0,0,0,0,535928,None,,0,0,0,0,0.0,648,280,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,603,246,0,0,0,0.0,653,279,312,False,0.0,654,280,0,Loaned to RB Salzburg,2024-08-31T06:19:45.092198Z,45,441,275,0,0,None,0,,535928.jpg,0.0,659,282,0,None,False,0,0,Bajčetić Maquieira,0.0,555,220,False,None,0,0,u,12,14,None,0.0,633,275,0,2712,0,17357,63,0.0,0.0,Bajcetic,0
0,0,47,True,True,100,50,1,0.38,492777,None,,0,0,-3,3,15.0,376,128,None,,0,2,1.2,0.6,1,0.19,0.07,0.65,0.25,0.46,3.76,1.44,0.18,Conor,0.2,378,134,3,1.15,0,15.1,346,116,313,False,43.4,379,133,235,,2024-11-28T10:30:07.495614Z,47,337,47,0,0,None,0,,492777.jpg,1.5,335,114,0,242,False,0,0.0,Bradley,0.2,334,125,False,None,1,0.38,a,12,14,2023-09-25,93.0,193,46,12,48853,1926,94464,771,0.0,2.6,Bradley,1
0,0,0,False,True,0,0,0,0,491970,None,,0,0,0,0,0.0,630,264,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,581,227,0,0,0,0.0,634,262,315,False,0.0,635,263,0,Transferred to RB Salzburg,2024-08-22T11:22:35.466323Z,45,415,252,0,0,None,0,,491970.jpg,0.0,641,266,0,None,False,0,0,Clark,0.0,639,275,False,None,0,0,u,12,14,None,0.0,614,258,0,444,0,5239,21,0.0,0.0,Clark,0
2,1,141,True,True,0,None,2,0.24,447203,None,,0,0,-5,5,86.2,233,27,None,,0,4,0.0,1.8,0,0.29,0.03,2.72,0.32,2.43,10.55,1.27,0.29,Darwin,0.8,306,34,13,1.56,2,46.0,190,26,316,False,148.2,251,26,749,Suspended until 18 Jan,2025-01-05T21:30:08.774181Z,70,26,11,0,0,3,0,,447203.jpg,2.2,232,30,0,230,False,0,0.0,Núñez Ribeiro,1.8,150,24,False,None,7,0.84,s,12,14,2022-06-14,232.0,75,26,33,250488,765,660396,12645,0.1,4.7,Darwin,5
3,3,154,True,True,100,100,4,0.6,194634,None,,0,0,-3,3,96.4,212,133,None,,0,3,3.2,3.2,1,0.62,0.09,4.60,0.69,3.98,4.85,0.73,0.6,Diogo,2.2,165,73,4,0.6,4,54.8,152,91,317,False,194.4,209,88,598,,2024-10-20T21:30:07.041173Z,72,23,14,0,0,None,0,,194634.jpg,4.3,41,18,0,173,False,0,0.0,Teixeira da Silva,3.2,108,35,False,None,7,1.05,a,12,14,2020-09-19,258.0,64,39,52,1178544,7322,2513598,30856,0.3,7.2,Diogo J.,1
0,0,0,False,True,0,0,0,0,496208,None,,0,0,0,0,0.0,632,266,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,583,229,0,0,0,0.0,636,264,318,False,0.0,637,265,0,Loaned to Middlesbrough,2024-08-31T06:17:31.171503Z,45,417,254,0,0,None,0,,496208.jpg,0.0,643,268,0,None,False,0,0,Doak,0.0,625,264,False,None,0,0,u,12,14,None,0.0,616,260,0,1136,0,5567,25,0.0,0.0,Doak,0
0,0,22,True,True,100,100,0,0.0,444884,None,,0,0,-3,3,44.8,298,177,None,,0,3,2.0,2.0,1,0.15,0.31,0.19,0.39,0.04,0.86,1.8,0.08,Harvey,1.0,274,134,0,0.0,0,6.7,395,193,319,False,13.8,437,203,43,,2024-09-08T23:00:06.842081Z,52,163,98,0,0,None,0,,444884.jpg,1.0,457,216,0,241,False,0,0.0,Elliott,0.2,340,110,False,None,0,0.0,a,12,14,2019-07-28,8.0,372,197,7,14697,296,111337,515,0.2,1.3,Elliott,0
0,0,26,True,True,None,None,0,0.0,158983,None,,0,0,-4,4,15.7,372,205,None,,0,3,1.5,1.5,0,0.03,0.05,0.03,0.05,0.00,0.46,0.74,0.0,Endo,0.5,324,162,0,0.0,0,3.5,431,204,320,False,16.0,430,199,56,,None,46,345,223,0,0,None,0,,158983.jpg,1.0,439,204,0,108,False,0,0.0,Wataru,0.1,416,147,False,None,0,0.0,a,12,14,2023-08-18,4.0,401,212,8,19103,612,31144,677,0.1,1.7,Endo,0
2,12,306,True,True,None,None,2,0.18,243298,None,,1,-1,-1,1,263.2,77,3,None,,1,4,7.0,7.0,6,1.85,0.17,5.55,0.51,3.71,9.55,0.88,0.34,Cody,6.0,21,5,12,1.1,6,95.6,54,14,321,False,338.4,89,13,981,,None,74,20,7,0,0,None,0,,243298.jpg,3.5,85,17,0,152,False,0,0.0,Gakpo,8.6,41,11,False,None,11,1.01,a,12,14,2023-01-01,354.0,44,18,67,1097123,181452,625908,52529,0.8,9.1,Gakpo,4
0,0,83,True,True,0,0,1,0.17,171287,None,,0,0,-2,2,38.5,306,95,None,,0,2,0.0,0.0,0,0.09,0.02,0.42,0.08,0.33,5.38,0.94,0.06,Joe,0.8,289,97,8,1.39,0,22.8,301,96,322,False,130.4,269,100,517,Hamstring injury - Unknown return date,2024-12-30T09:30:06.945841Z,48,293,32,0,0,None,0,,171287.jpg,1.6,327,112,0,241,False,0,0.0,Gomez,0.7,231,90,False,None,6,1.04,i,12,14,2015-06-20,58.0,249,74,14,286518,59,285484,28540,0.2,2.9,Gomez,1
2,1,304,True,True,None,None,7,0.38,441266,None,,0,0,0,0,284.8,69,55,None,,0,3,3.5,3.5,2,2.16,0.12,2.85,0.16,0.69,16.69,0.91,0.04,Ryan,2.5,135,59,18,0.98,0,63.3,120,73,323,False,286.2,125,46,1648,,None,50,214,135,0,0,None,0,,441266.jpg,2.5,188,81,0,152,False,0,0.0,Gravenberch,0.8,228,70,False,None,19,1.04,a,12,14,2023-09-01,61.0,242,136,47,207058,5273,168347,6234,0.5,9.4,Gravenberch,4
3,4,246,True,True,100,100,3,0.31,206915,None,,0,0,-2,2,150.5,150,104,None,,1,3,5.2,5.2,2,0.39,0.04,3.34,0.35,2.95,10.77,1.12,0.31,Curtis,4.2,50,23,13,1.35,3,68.1,109,66,324,False,259.6,152,58,865,,2024-08-27T11:00:05.666567Z,53,147,86,0,0,None,0,,206915.jpg,3.5,80,34,0,241,False,0,0.0,Jones,0.6,249,76,False,None,10,1.04,a,12,14,2018-04-06,270.0,59,36,56,158402,3624,116132,10253,0.8,10.6,Jones,1
0,1,127,True,True,None,None,3,0.38,200720,None,,0,0,-3,3,0.0,559,52,None,,1,1,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,9.68,1.21,0.0,Caoimhin,0.0,495,61,9,1.12,0,19.7,319,23,325,False,196.8,206,22,720,,None,42,583,36,0,0,None,1,,200720.jpg,4.6,24,3,0,104,False,24,3.0,Kelleher,1.7,161,23,False,None,8,1.0,a,12,14,2016-08-06,0.0,529,40,37,709479,2366,612835,25423,0.0,8.8,Kelleher,0
1,1,210,True,True,100,50,5,0.42,204716,None,,0,0,1,-1,49.5,291,84,None,,0,2,1.2,0.6,1,0.17,0.01,1.05,0.08,0.88,10.97,0.93,0.07,Ibrahima,0.2,387,136,10,0.85,1,38.9,222,68,326,False,269.2,138,50,1064,,2024-11-28T10:30:07.514061Z,51,180,21,0,0,None,0,,204716.jpg,3.6,73,17,0,73,False,0,0.0,Konaté,3.4,100,37,False,None,12,1.02,a,12,14,2021-07-01,69.0,236,67,47,2151230,53037,2129068,15459,0.0,9.2,Konaté,4
3,10,311,True,True,None,None,8,0.65,244731,None,,0,0,1,-1,312.7,59,45,None,,3,3,6.8,6.8,1,1.70,0.14,6.83,0.56,5.13,10.45,0.85,0.42,Luis,5.8,23,12,10,0.81,8,116.6,22,17,327,False,398.0,48,13,1112,,None,76,17,12,0,0,None,0,,244731.jpg,5.3,12,5,0,48,False,0,0.0,Díaz,21.0,18,6,False,None,13,1.05,a,12,14,2022-01-30,456.0,25,13,96,5699748,64807,4522258,317719,0.8,12.6,Luis Díaz,1
13,35,684,True,True,None,None,8,0.43,118748,None,,1,-1,12,-12,522.9,15,13,None,,8,3,14.2,14.2,7,4.50,0.24,20.30,1.09,15.80,17.45,0.94,0.85,Mohamed,13.2,1,1,19,1.02,18,266.8,1,1,328,True,965.6,1,1,1673,,None,137,2,1,0,0,2,0,,118748.jpg,11.0,1,1,0,63,False,0,0.0,Salah,70.3,1,1,False,None,19,1.02,a,12,14,2017-07-01,1181.0,1,1,209,5954504,65114,2099464,18907,1.0,15.3,M.Salah,1
4,2,273,True,True,100,100,7,0.48,243016,4,,0,0,-3,3,341.6,50,38,None,,1,3,8.0,8.0,10,3.17,0.22,4.65,0.32,1.48,12.26,0.84,0.1,Alexis,7.0,10,5,11,0.75,1,82.5,79,50,329,False,284.6,126,47,1321,,2024-12-05T00:30:08.282606Z,62,65,40,0,0,None,0,,243016.jpg,2.9,144,59,0,10,False,0,0.0,Mac Allister,1.7,152,46,False,None,16,1.09,a,12,14,2023-06-14,199.0,95,61,53,175760,22097,289889,8705,1.1,8.5,Mac Allister,5
0,0,0,True,True,100,100,0,0,491501,None,,0,0,-1,1,0.0,583,235,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,527,193,0,0,0,0.0,589,233,330,False,0.0,590,234,0,,2024-09-10T11:24:32.362482Z,44,510,302,0,0,None,0,,491501.jpg,0.0,596,237,0,241,False,0,0,McConnell,0.1,510,194,False,None,0,0,a,12,14,2023-07-18,0.0,562,227,0,8577,248,8805,324,0.0,0.0,McConnell,0
0,0,0,True,True,100,100,0,0,440148,None,,0,0,-1,1,0.0,581,234,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,524,192,0,0,0,0.0,587,232,331,False,0.0,588,233,0,,2024-09-10T11:27:39.864039Z,44,506,301,0,0,None,0,,440148.jpg,0.0,594,236,0,241,False,0,0,Morton,0.1,428,152,False,None,0,0,a,12,14,2021-07-22,0.0,560,226,0,29352,401,26422,700,0.0,0.0,Morton,0
0,0,0,False,True,0,0,0,0,197464,None,,0,0,0,0,0.0,491,178,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,429,155,0,0,0,0.0,514,181,332,False,0.0,515,181,0,Loaned to Derby County,2024-08-31T06:18:33.693343Z,40,617,168,0,0,None,0,,197464.jpg,0.0,521,181,0,None,False,0,0,Phillips,0.1,485,174,False,None,0,0,u,12,14,None,0.0,456,165,0,4026,0,17141,79,0.0,0.0,N.Phillips,0
0,0,22,True,True,100,100,0,0.0,441428,None,,0,0,-6,6,4.8,414,143,None,,0,2,1.2,1.2,0,0.13,0.05,0.13,0.05,0.00,3.64,1.46,0.0,Jarell,0.2,348,116,4,1.6,0,6.9,391,129,333,False,59.6,355,124,225,,2024-08-23T09:30:06.099816Z,39,707,236,0,0,None,0,,441428.jpg,0.8,475,160,0,241,False,0,0.0,Quansah,1.8,148,60,False,None,2,0.8,a,12,14,2021-12-18,4.0,396,139,4,279289,11002,677046,19272,0.1,1.0,Quansah,1
0,0,0,False,True,0,0,0,0,219937,None,,0,0,0,0,0.0,497,182,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rhys,0.0,434,159,0,0,0,0.0,519,185,334,False,0.0,520,185,0,Loaned to Morecambe,2024-08-22T11:18:16.485954Z,40,624,173,0,0,None,0,,219937.jpg,0.0,525,184,0,241,False,0,0,Williams,0.1,519,186,False,None,0,0,u,12,14,2020-09-23,0.0,462,169,0,828,0,14105,72,0.0,0.0,R.Williams,0
0,2,253,True,True,None,None,7,0.46,122798,2,,0,0,-1,1,406.6,35,7,None,,0,2,3.2,3.2,1,2.26,0.15,2.76,0.18,0.50,14.44,0.94,0.03,Andrew,2.2,163,53,18,1.17,0,73.9,93,16,335,False,227.2,176,67,1379,,None,59,80,7,0,0,None,0,,122798.jpg,2.9,142,43,1,243,False,0,0.0,Robertson,4.6,82,29,False,None,17,1.11,a,12,14,2017-07-21,107.0,176,35,53,986023,10542,1038633,25966,0.4,9.0,Robertson,2
5,6,275,True,True,100,100,5,0.4,424876,5,,0,0,-2,2,376.1,42,33,2,,1,3,5.2,5.2,0,2.74,0.22,6.41,0.51,3.67,11.91,0.95,0.29,Dominik,4.2,52,24,12,0.96,2,85.9,69,44,336,False,233.6,171,66,1127,,2024-12-27T00:30:09.581631Z,63,56,33,0,0,None,0,,424876.jpg,3.5,83,36,0,98,False,0,0.0,Szoboszlai,1.5,170,52,False,None,12,0.96,a,12,14,2023-07-02,250.0,68,41,60,346775,4111,447432,15011,0.7,9.5,Szoboszlai,5
