assists,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,69,True,True,0,0,2,0.22,165659,None,,0,0,0,0,9.2,406,136,None,,0,2,0.0,0.0,0,0.08,0.01,0.72,0.08,0.64,11.88,1.29,0.07,Diego Carlos,0.2,371,133,15,1.63,0,21.5,310,102,35,False,150.6,248,93,828,Foot injury - Unknown return date,2025-01-03T19:30:08.711012Z,45,365,59,0,0,None,0,,165659.jpg,2.1,237,74,0,30,False,0,0.0,Santos Silva,0.4,280,107,False,None,8,0.87,i,2,7,2022-06-10,54.0,256,77,21,50900,50,84223,4329,0.0,4.7,Diego Carlos,1
3,6,222,True,True,None,None,2,0.12,101188,2,,0,0,1,-1,427.1,31,5,2,,2,2,1.5,1.5,2,2.88,0.17,3.49,0.21,0.61,20.35,1.22,0.04,Lucas,1.5,211,71,26,1.56,0,84.2,72,10,36,False,318.2,104,38,1500,,None,46,344,48,0,0,None,0,,101188.jpg,2.5,184,54,0,73,False,0,0.0,Digne,7.1,52,16,False,None,18,1.08,a,2,7,2022-01-13,96.0,190,44,50,1587939,11933,1117716,57952,0.3,10.9,Digne,3
0,0,0,False,True,0,0,0,0,461421,None,,0,0,0,0,0.0,698,311,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,679,300,0,0,0,0.0,701,312,37,False,0.0,701,312,0,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,217,137,0,0,None,0,,461421.jpg,0.0,702,312,0,None,False,0,0,Dobbin,0.0,706,315,False,None,0,0,u,2,7,None,0.0,693,309,0,0,0,281,1,0.0,0.0,Dobbin,0
0,9,219,True,True,100,0,2,0.31,476344,None,,0,0,-2,2,66.8,260,30,None,,0,4,1.2,0.0,0,0.22,0.03,5.24,0.8,5.02,9.07,1.39,0.77,Jhon,1.2,249,28,13,1.99,7,66.4,116,21,38,False,273.4,137,18,588,,2024-12-27T00:30:09.111478Z,58,91,25,0,0,None,0,,476344.jpg,2.8,153,21,1,48,False,0,0.0,Durán,2.9,113,18,False,None,4,0.61,a,2,7,2023-01-23,325.0,49,20,51,1337030,28782,1149571,22446,0.2,8.8,Duran,3
0,0,0,True,True,None,None,0,0,462492,None,,0,0,0,0,0.0,509,41,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,445,52,0,0,0,0.0,529,60,39,False,0.0,530,60,0,,None,40,639,58,0,0,None,0,,462492.jpg,0.0,535,60,0,13,False,0,0,Gauci,0.7,234,33,False,None,0,0,a,2,7,2024-02-01,0.0,474,28,0,62539,366,58202,2126,0.0,0.0,Gauci,0
0,0,0,True,True,None,None,0,0,123354,None,,0,0,-1,1,0.0,467,170,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,400,140,0,0,0,0.0,493,173,40,False,0.0,494,173,0,,None,39,697,231,0,0,None,0,,123354.jpg,0.0,501,174,0,241,False,0,0,Hause,0.6,251,94,False,None,0,0,a,2,7,2019-07-01,0.0,428,153,0,49228,2464,58130,1979,0.0,0.0,Hause,0
0,0,0,False,True,0,0,0,0,469247,None,,0,0,-1,1,0.0,709,317,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,697,311,0,0,0,0.0,711,318,41,False,0.0,711,318,0,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,135,80,0,0,None,0,,469247.jpg,0.0,711,318,0,None,False,0,0,Iling-Junior,0.0,608,256,False,None,0,0,u,2,7,None,0.0,708,316,0,342,0,6687,12,0.0,0.0,Iling Jr,0
0,0,109,True,True,100,100,1,0.13,226944,None,,0,0,0,0,84.1,236,148,None,,0,3,2.0,2.0,2,0.21,0.03,0.31,0.04,0.10,9.25,1.24,0.01,Boubacar,2.0,177,77,13,1.74,0,20.6,315,157,42,False,112.2,290,132,673,,2024-11-11T16:00:06.089849Z,50,205,128,0,0,None,0,,226944.jpg,1.7,313,141,0,73,False,0,0.0,Kamara,0.0,563,225,False,None,8,1.07,a,2,7,2022-06-11,9.0,369,196,19,4841,381,3382,412,0.4,3.8,Kamara,1
0,0,0,False,True,0,0,0,0,465390,None,,0,0,0,0,0.0,512,188,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaine,0.0,448,165,0,0,0,0.0,532,191,43,False,0.0,533,191,0,Has joined Preston North End for the rest of the season,2024-08-09T11:14:21.895838Z,40,642,182,0,0,None,0,,465390.jpg,0.0,538,190,0,None,False,0,0,Kesler-Hayden,0.0,660,227,False,None,0,0,u,2,7,None,0.0,477,175,0,0,0,1612,12,0.0,0.0,Kesler-Hayden,0
0,3,183,True,True,100,100,1,0.06,199798,None,,0,0,-1,1,78.7,244,64,None,,2,2,1.5,1.5,2,0.39,0.02,0.98,0.05,0.59,21.37,1.25,0.03,Ezri,1.5,209,69,29,1.69,1,43.8,200,61,44,False,280.4,130,48,1541,,2024-11-21T08:30:08.587167Z,44,484,89,0,0,None,0,,199798.jpg,2.1,235,72,0,241,False,0,0.0,Konsa Ngoyo,6.8,56,19,False,None,18,1.05,a,2,7,2019-07-11,79.0,215,55,38,961437,8160,1498931,32603,0.3,8.6,Konsa,0
1,0,60,True,True,100,100,0,0.0,441302,None,,-1,1,-5,5,141.6,160,33,None,,0,2,1.2,1.2,4,1.29,0.38,1.37,0.4,0.08,4.55,1.35,0.02,Ian,1.2,233,80,6,1.78,0,28.6,270,84,45,False,85.4,325,115,303,,2024-11-14T10:00:07.838636Z,45,384,70,0,0,None,0,,441302.jpg,1.1,389,127,0,152,False,0,0.0,Maatsen,1.3,190,74,False,None,2,0.59,a,2,7,2024-06-28,58.0,247,73,17,76114,2065,317122,2449,0.3,3.8,Maatsen,1
0,0,0,False,True,0,0,0,0,462381,None,,0,0,0,0,0.0,508,40,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,444,51,0,0,0,0.0,528,59,46,False,0.0,529,59,0,Has joined MK Dons for the rest of the season,2024-07-18T09:50:40.812599Z,40,638,57,0,0,None,0,,462381.jpg,0.0,534,59,0,None,False,0,0,Marschall,0.0,713,73,False,None,0,0,u,2,7,None,0.0,473,27,0,0,0,77,2,0.0,0.0,Marschall,0
0,2,210,True,True,75,100,2,0.1,98980,None,,0,0,0,0,0.0,691,72,None,,1,1,1.5,2.0,2,0.01,0.0,0.01,0.0,0.00,23.99,1.23,0.0,Emiliano,2.0,176,17,31,1.59,0,43.9,198,11,47,False,438.6,33,10,1755,Knock - 75% chance of playing,2025-01-11T01:30:08.408211Z,50,189,7,0,0,None,1,,98980.jpg,2.6,169,27,0,10,False,51,2.62,Martínez Romero,11.3,32,7,False,None,20,1.03,d,2,7,2020-09-16,0.0,686,68,53,1095122,21006,1328853,72182,0.4,10.6,Martinez,2
3,1,186,True,True,0,100,3,0.22,122806,None,,0,0,-3,3,330.2,53,41,None,,0,3,0.0,2.2,1,1.95,0.14,3.82,0.27,1.87,17.64,1.27,0.13,John,2.2,160,70,22,1.58,0,61.6,125,76,48,False,135.6,260,113,1253,Hamstring injury - Expected back 26 Jan,2025-01-04T19:30:07.992156Z,52,157,94,0,0,None,0,,122806.jpg,2.3,216,93,0,243,False,0,0.0,McGinn,0.7,233,72,False,None,16,1.15,i,2,7,2018-08-08,151.0,127,85,42,93811,280,244526,14361,0.4,8.1,McGinn,3
0,0,30,True,True,100,100,0,0.0,149484,None,,0,0,-1,1,14.9,377,129,None,,0,2,0.8,0.8,2,0.06,0.02,0.27,0.1,0.21,2.26,0.81,0.08,Tyrone,0.8,285,94,3,1.08,0,8.1,383,127,49,False,50.2,368,127,250,,2024-08-05T15:00:04.309727Z,44,478,84,0,0,None,0,,149484.jpg,1.7,304,102,0,241,False,0,0.0,Mings,0.1,439,157,False,None,2,0.72,a,2,7,2019-07-08,16.0,344,119,5,13722,881,13685,800,0.2,1.1,Mings,1
0,0,12,True,True,None,None,0,0.0,578545,None,,0,0,-1,1,6.7,410,140,None,,0,2,0.2,0.2,0,0.02,0.02,0.02,0.02,0.00,2.11,1.67,0.0,Kosta,0.2,350,117,3,2.37,0,2.9,435,149,50,False,22.2,409,145,114,,None,39,719,245,0,0,None,0,,578545.jpg,1.0,398,132,0,190,False,0,0.0,Nedeljković,0.8,224,87,False,None,0,0.0,a,2,7,2024-01-22,0.0,442,159,4,251775,1722,221805,3797,0.1,1.0,Nedeljkovic,0
0,0,3,True,True,100,100,0,0.0,111782,None,,0,0,0,0,0.0,597,65,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.79,1.58,0.0,Robin,0.0,545,69,1,2.0,0,1.8,456,37,51,False,17.6,423,37,45,,2024-10-18T16:30:05.894923Z,45,362,14,0,0,None,0,,111782.jpg,1.0,428,39,0,206,False,2,4.0,Olsen,0.1,421,62,False,None,0,0.0,a,2,7,2022-06-10,0.0,579,58,1,9539,785,12829,584,0.0,0.2,Olsen,0
0,0,162,True,True,0,0,2,0.12,244954,None,,0,0,-2,2,55.5,280,77,None,,0,2,0.0,0.0,0,0.34,0.02,0.85,0.05,0.51,22.52,1.31,0.03,Pau,1.0,255,84,29,1.68,0,41.2,213,66,52,False,261.2,148,54,1549,Foot injury - Expected back 08 Mar,2024-12-30T23:30:08.107053Z,43,561,131,0,0,None,0,,244954.jpg,1.8,292,96,0,200,False,0,0.0,Torres,1.0,209,82,False,None,18,1.05,i,2,7,2023-07-12,94.0,192,45,32,233012,59,290939,19468,0.2,7.4,Pau,1
2,0,133,True,True,100,100,0,0.0,232653,None,,0,0,-1,1,137.8,170,115,None,,0,3,0.8,0.8,2,1.46,0.18,2.15,0.27,0.69,10.33,1.3,0.09,Jacob,0.8,302,148,16,2.01,0,36.4,234,119,53,False,104.2,299,136,716,,2024-11-10T23:00:07.265497Z,54,129,76,0,0,None,0,,232653.jpg,2.1,247,109,0,241,False,0,0.0,Ramsey,0.2,338,109,False,None,7,0.88,a,2,7,2019-02-12,119.0,162,103,25,47090,827,64748,1203,0.1,4.6,Ramsey,1
4,11,295,True,True,100,0,3,0.17,244850,None,,0,0,5,-5,374.7,43,34,None,,3,3,6.8,0.0,0,2.87,0.17,6.43,0.38,3.56,20.58,1.19,0.21,Morgan,6.8,13,7,23,1.33,6,112.7,29,22,54,False,384.8,55,15,1559,,2024-12-30T23:30:08.155716Z,55,111,68,0,0,None,0,,244850.jpg,4.6,26,11,0,241,False,0,0.0,Rogers,22.2,15,4,False,None,19,1.1,a,2,7,2024-02-01,365.0,41,24,88,4094644,223307,2595913,96580,1.2,16.0,Rogers,5
0,0,0,False,True,0,0,0,0,248164,None,,0,0,0,0,0.0,499,35,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,436,47,0,0,0,0.0,521,56,55,False,0.0,522,56,0,Permanent transfer to Celtic,2024-07-18T09:43:21.242291Z,40,629,52,0,0,None,0,,248164.jpg,0.0,527,56,0,None,False,0,0,Sinisalo,0.0,717,74,False,None,0,0,u,2,7,None,0.0,464,22,0,0,0,73,0,0.0,0.0,Sinisalo,0
0,0,0,False,True,0,0,0,0,514315,None,,0,0,0,0,0.0,523,197,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lino,0.0,460,175,0,0,0,0.0,543,200,56,False,0.0,544,200,0,Loaned to  Bristol Rovers,2024-08-16T11:50:34.812830Z,40,656,194,0,0,None,0,,514315.jpg,0.0,550,200,0,None,False,0,0,da Cruz Sousa,0.1,514,183,False,None,0,0,u,2,7,None,0.0,490,186,0,0,0,18491,97,0.0,0.0,Sousa,0
4,5,350,True,True,None,None,2,0.11,166989,1,,0,0,0,0,611.5,5,5,None,,0,3,1.8,1.8,2,3.86,0.21,5.39,0.29,1.53,21.42,1.15,0.08,Youri,1.8,196,91,27,1.45,0,108.5,37,26,57,False,371.0,65,18,1681,,None,55,104,63,0,1,2,0,,166989.jpg,2.6,178,77,0,21,False,0,0.0,Tielemans,1.0,204,62,False,None,20,1.07,a,2,7,2023-06-14,103.0,180,107,52,248537,1820,247153,8687,0.3,9.5,Tielemans,3
4,14,315,True,True,100,100,4,0.26,178301,None,,0,0,-1,1,219.8,103,9,None,,4,4,4.0,4.0,2,1.30,0.09,11.33,0.75,10.03,17.94,1.19,0.66,Ollie,4.0,60,11,26,1.72,8,129.2,18,5,58,False,392.6,51,7,1360,,2024-12-11T15:00:06.857766Z,89,9,3,0,0,1,0,,178301.jpg,4.7,23,10,0,241,False,0,0.0,Watkins,16.7,23,5,False,None,16,1.06,a,2,7,2020-09-09,696.0,5,3,94,3126912,42843,4937214,150358,0.4,10.6,Watkins,0
0,5,170,True,True,100,100,1,0.1,449871,None,,0,0,-1,1,75.8,250,156,None,,0,3,1.2,1.2,0,0.21,0.02,2.01,0.2,1.80,15.88,1.58,0.18,Amadou,1.2,242,114,19,1.89,2,45.9,191,100,233,False,205.0,194,79,907,,2024-11-21T08:30:08.977638Z,49,268,176,0,0,None,0,,449871.jpg,2.6,168,71,0,21,False,0,0.0,Onana,2.6,119,39,False,None,12,1.19,a,2,7,2024-07-22,177.0,114,76,37,1436210,2204,1427179,9833,0.2,7.6,Onana,3
0,0,18,True,True,100,0,1,0.28,481624,None,,0,0,-2,2,18.7,363,199,None,,0,3,0.0,0.0,0,0.17,0.05,0.63,0.18,0.46,4.73,1.31,0.13,Jaden,0.0,691,306,5,1.38,0,7.4,389,190,569,False,17.4,424,196,325,,2025-01-03T19:30:09.849805Z,53,151,89,0,0,None,0,,481624.jpg,0.8,481,230,1,241,False,0,0.0,Philogene,0.0,539,211,False,None,2,0.55,a,2,7,2024-07-19,45.0,266,147,9,3769,50,9413,364,0.0,1.7,Jaden,2
0,0,6,True,True,None,None,0,0.0,515597,None,,0,0,0,0,17.8,366,124,None,,0,2,0.0,0.0,0,0.11,0.05,0.11,0.05,0.00,2.13,0.9,0.0,Lamare,0.0,462,177,5,2.11,0,5.1,419,144,598,False,31.8,395,141,213,,None,40,658,196,0,0,None,0,,515597.jpg,0.7,485,165,0,152,False,0,0.0,Bogarde,0.3,319,119,False,None,3,1.27,a,2,7,2021-01-07,2.0,410,144,2,53464,453,45573,1162,0.0,0.5,Bogarde,1
0,0,0,True,True,None,None,0,0,514287,None,,0,0,0,0,0.0,522,196,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sil,0.0,459,174,0,0,0,0.0,542,199,640,False,0.0,543,199,0,,None,40,655,193,0,0,None,0,,514287.jpg,0.0,549,199,0,152,False,0,0,Swinkels,0.1,476,172,False,None,0,0,a,2,7,2021-01-07,0.0,489,185,0,8040,131,6199,247,0.0,0.0,Swinkels,0
0,0,0,True,True,None,None,0,0,516159,None,,0,0,0,0,0.0,525,46,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,463,57,0,0,0,0.0,545,65,641,False,0.0,546,65,0,,None,40,659,63,0,0,None,0,,516159.jpg,0.0,552,65,0,172,False,0,0,Zych,0.6,246,39,False,None,0,0,a,2,7,2021-01-07,0.0,492,33,0,82045,223,40728,1999,0.0,0.0,Zych,0
0,0,0,True,True,None,None,0,0,537403,None,,0,0,0,0,0.0,649,281,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kadan,0.0,604,247,0,0,0,0.0,654,280,656,False,0.0,655,281,0,,None,45,442,276,0,0,None,0,,537403.jpg,0.0,660,283,0,241,False,0,0,Young,0.2,335,107,False,None,0,0,a,2,7,2022-12-10,0.0,634,276,0,54580,1151,39955,1695,0.0,0.0,Young,0
0,0,0,True,True,None,None,0,0,577731,None,,0,0,0,0,0.0,663,290,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,617,256,0,0,0,0.0,668,289,679,False,0.0,669,290,0,,None,45,457,286,0,0,None,0,,577731.jpg,0.0,673,292,0,241,False,0,0,Broggio,0.0,672,294,False,None,0,0,a,2,7,2024-09-23,0.0,648,285,0,1299,96,869,118,0.0,0.0,Broggio,0
0,0,0,True,True,None,None,0,0,559962,None,,0,0,0,0,0.0,659,289,None,,0,3,1.2,1.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamaldeen,0.0,613,255,0,0,0,0.0,664,288,710,False,0.0,665,289,0,,None,45,452,284,0,0,None,0,,559962.jpg,0.0,669,291,0,241,False,0,0,Jimoh,0.0,715,320,False,None,0,0,a,2,7,2024-09-23,0.0,644,284,0,57,57,9,9,0.0,0.0,Jimoh,0
0,0,31,True,True,100,None,1,1.07,232980,None,,0,0,-2,2,3.2,424,149,None,,0,2,0.9,1.4,0,0.01,0.01,0.01,0.01,0.00,0.28,0.3,0.0,Max,1.4,221,74,0,0.0,0,1.7,458,158,59,False,13.2,438,158,84,,2025-01-14T08:31:40.459419Z,43,558,128,0,0,None,0,,232980.jpg,2.7,157,46,0,241,False,0,0.0,Aarons,0.2,376,132,False,None,1,1.07,a,3,91,2023-08-10,0.0,543,222,8,12327,568,23121,705,0.3,1.9,Aarons,0
0,0,81,True,True,100,100,2,0.36,200785,None,,0,0,-1,1,57.7,275,171,None,,0,3,0.5,1.0,0,0.12,0.02,0.91,0.16,0.79,7.20,1.29,0.14,Tyler,1.0,269,130,9,1.62,0,21.6,308,154,60,False,118.0,280,124,501,,2024-12-30T23:30:08.175231Z,49,249,160,0,0,None,0,,200785.jpg,1.4,352,164,0,229,False,0,0.0,Adams,0.0,587,242,False,None,5,0.9,a,3,91,2023-08-20,39.0,276,153,14,4372,263,3616,279,0.2,2.9,Adams,3
0,0,0,False,True,0,0,0,0,444180,None,,0,0,0,0,0.0,609,251,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jaidon,0.0,558,213,0,0,0,0.0,614,249,61,False,0.0,615,250,0,Season long loan to Burnley,2024-08-30T09:46:29.420148Z,45,385,236,0,0,None,0,,444180.jpg,0.0,621,253,0,None,False,0,0,Anthony,0.1,440,159,False,None,0,0,u,3,91,None,0.0,591,245,0,8381,0,45386,213,0.0,0.0,Anthony,0
1,1,97,True,True,100,100,0,0.0,111317,None,,0,0,-1,1,76.8,248,154,None,,0,3,1.5,2.0,5,0.75,0.27,1.87,0.67,1.12,4.18,1.48,0.4,David,2.0,174,75,4,1.42,2,28.0,273,138,62,False,101.2,304,139,254,,2024-08-12T14:30:04.440536Z,49,239,152,0,0,None,0,,111317.jpg,2.1,243,106,0,244,False,0,0.0,Brooks,0.0,565,226,False,None,2,0.71,a,3,91,2018-07-01,108.0,174,106,27,4645,877,3526,281,0.4,5.5,Brooks,2
1,2,261,True,True,75,100,7,0.45,158499,4,,0,0,-1,1,374.0,44,35,None,,0,3,2.2,3.4,3,1.87,0.12,2.80,0.18,0.93,18.48,1.19,0.06,Ryan,3.4,78,34,17,1.09,1,82.5,77,48,63,False,296.6,118,42,1401,Illness - 75% chance of playing,2025-01-12T22:30:08.539614Z,49,243,154,0,0,None,0,,158499.jpg,2.5,186,79,0,243,False,0,0.0,Christie,0.2,366,125,False,None,17,1.09,d,3,91,2021-08-31,152.0,126,84,47,30110,1756,36378,2129,0.7,9.6,Christie,6
3,2,305,True,True,100,100,3,0.17,155408,1,,0,0,0,0,500.6,19,16,2,,0,3,1.7,2.2,3,2.58,0.15,3.18,0.18,0.60,22.40,1.28,0.03,Lewis,2.2,158,69,21,1.2,1,94.3,57,37,64,False,369.2,69,20,1581,,2024-11-30T22:00:07.304760Z,50,192,118,0,0,None,0,,155408.jpg,2.7,160,67,0,241,False,0,0.0,Cook,0.2,378,132,False,None,17,0.97,a,3,91,2016-07-08,74.0,225,130,51,52910,684,49079,1229,0.4,10.2,Cook,4
1,4,97,True,True,0,100,2,0.55,168636,None,,0,0,-1,1,56.1,278,31,4,,0,4,0.0,2.4,1,0.26,0.07,2.99,0.81,2.73,6.38,1.74,0.74,Enes,2.4,143,22,3,0.82,2,35.9,236,31,65,False,104.0,300,27,330,Knee injury - Unknown return date,2025-01-09T16:30:08.243030Z,54,123,36,0,0,None,0,,168636.jpg,1.9,284,34,0,219,False,0,0.0,Ünal,0.2,380,59,False,None,2,0.55,i,3,91,2024-07-01,207.0,87,28,32,46483,1668,34933,7432,0.4,5.9,Enes Ünal,2
0,0,0,False,True,0,0,0,0,441240,None,,0,0,0,0,0.0,696,310,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romain,0.0,677,299,0,0,0,0.0,699,311,66,False,0.0,699,311,0,Loaned to Brest,2024-08-20T12:15:06.505689Z,50,213,134,0,0,None,0,,441240.jpg,0.0,700,311,0,None,False,0,0,Faivre,0.0,677,298,False,None,0,0,u,3,91,None,0.0,691,308,0,23,0,1438,4,0.0,0.0,Faivre,0
0,0,0,False,True,0,0,0,0,424044,None,,0,0,0,0,0.0,608,250,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hamed,0.0,557,212,0,0,0,0.0,613,248,67,False,0.0,614,249,0,Season long loan to A.J.Auxerre,2024-08-29T11:07:43.785266Z,45,381,235,0,0,None,0,,424044.jpg,0.0,620,252,0,None,False,0,0,Traorè,0.0,525,203,False,None,0,0,u,3,91,None,0.0,590,244,0,3525,0,18956,72,0.0,0.0,H.Traorè,0
1,0,45,True,True,None,None,1,0.58,463981,None,,0,0,-1,1,23.4,346,113,None,,0,2,1.7,2.2,6,0.19,0.11,0.20,0.12,0.01,2.19,1.27,0.01,James,2.2,145,48,2,1.16,0,6.2,400,134,68,False,36.8,387,138,155,,None,39,709,238,0,0,None,0,,463981.jpg,3.0,122,33,0,241,False,0,0.0,Hill,0.8,221,85,False,None,2,1.16,a,3,91,2022-01-05,1.0,422,151,12,90670,32045,48968,6551,0.6,3.1,Hill,0
0,0,7,True,True,100,0,0,0.0,523700,None,,0,0,0,0,10.6,390,43,None,,0,4,-0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,0.34,1.18,0.0,Daniel,0.0,596,51,0,0.0,0,1.6,461,48,69,False,3.2,469,48,26,,2024-08-31T06:32:40.630710Z,45,433,70,0,0,None,0,,523700.jpg,1.0,432,43,0,39,False,0,0.0,Jebbison,0.8,218,38,False,None,0,0.0,a,3,91,None,2.0,419,49,2,383065,2980,493018,2895,0.0,0.4,Jebbison,0
3,8,305,True,True,100,100,5,0.26,544877,None,,1,-1,3,-3,357.5,47,9,None,,2,2,4.9,5.4,12,1.63,0.08,2.02,0.1,0.39,24.33,1.27,0.02,Milos,5.4,30,7,23,1.2,1,83.8,73,11,70,False,370.2,67,23,1727,,2024-11-21T08:30:08.632085Z,48,324,42,0,0,None,0,,544877.jpg,3.8,65,14,0,98,False,0,0.0,Kerkez,7.6,46,12,False,None,20,1.04,a,3,91,2023-07-20,110.0,172,32,75,1045134,126354,283917,45865,1.1,15.6,Kerkez,2
2,5,243,True,True,100,100,9,0.68,222683,None,,0,0,0,0,292.0,67,53,None,,2,3,2.7,3.2,3,1.21,0.09,7.75,0.58,6.54,15.12,1.14,0.49,Justin,3.2,90,41,14,1.06,6,106.8,41,28,71,False,328.6,94,28,1193,,2024-12-27T00:30:09.136640Z,55,109,67,0,0,1,0,,222683.jpg,4.1,49,20,0,152,False,0,0.0,Kluivert,3.3,105,33,False,None,16,1.21,a,3,91,2023-07-01,446.0,27,14,78,909689,18554,612605,68605,0.6,14.2,Kluivert,5
0,0,0,False,True,0,0,0,0,223911,None,,0,0,-1,1,0.0,576,234,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Chris,0.0,521,221,0,0,0,0.0,586,235,72,False,0.0,587,235,0,On loan to Sunderland for the season,2024-09-01T09:10:00.945219Z,44,492,97,0,0,None,0,,223911.jpg,0.0,593,235,0,None,False,0,0,Mepham,0.0,574,202,False,None,0,0,u,3,91,None,0.0,555,229,0,287,0,6175,23,0.0,0.0,Mepham,0
3,4,223,True,True,100,100,4,0.41,533463,None,,0,0,0,0,238.4,89,68,None,,1,3,3.5,4.0,3,1.99,0.2,6.44,0.66,4.45,12.74,1.31,0.46,Dango,4.0,57,26,7,0.72,3,89.9,63,40,74,False,318.4,103,36,875,,2024-11-01T16:30:07.369192Z,50,226,144,0,0,None,0,,533463.jpg,3.4,88,38,0,35,False,0,0.0,Ouattara,0.2,362,122,False,None,8,0.82,a,3,91,2023-01-19,345.0,46,28,57,30400,5073,15504,3863,0.8,11.4,O.Dango,0
0,0,0,False,True,0,0,0,0,495145,None,,0,0,0,0,0.0,516,45,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,452,56,0,0,0,0.0,536,64,75,False,0.0,537,64,0,Loaned to Auckland FC,2024-08-10T12:14:13.050842Z,40,647,62,0,0,None,0,,495145.jpg,0.0,542,64,0,None,False,0,0,Paulsen,0.0,604,70,False,None,0,0,u,3,91,None,0.0,481,32,0,0,0,2727,53,0.0,0.0,Paulsen,0
0,0,52,True,True,100,100,0,0.0,168991,None,,0,0,-2,2,102.4,208,131,3,,0,3,0.5,1.0,1,0.97,0.5,1.52,0.78,0.55,3.35,1.71,0.28,Philip,1.0,264,127,4,2.05,0,20.4,317,158,76,False,54.0,361,168,176,,2025-01-14T08:31:40.473402Z,48,292,193,0,0,None,0,,168991.jpg,1.0,444,208,0,58,False,0,0.0,Billing,0.0,528,206,False,None,1,0.51,a,3,91,2019-07-29,47.0,262,144,10,6039,227,9833,271,0.2,2.1,Philip,1
0,0,54,True,True,0,0,1,0.35,503139,None,,0,0,-3,3,65.5,262,163,None,,0,3,0.0,0.0,0,0.17,0.06,0.29,0.1,0.12,3.67,1.28,0.04,Alex,0.0,635,269,3,1.05,0,15.8,342,167,77,False,71.0,348,163,258,Knee injury - Unknown return date,2024-10-25T09:00:05.962917Z,47,340,219,0,0,None,0,,503139.jpg,1.4,350,162,0,241,False,0,0.0,Scott,0.0,572,232,False,None,2,0.7,i,3,91,2023-08-10,21.0,324,173,11,2403,31,6073,52,0.0,2.3,Scott,0
2,4,279,True,True,100,100,6,0.33,437730,None,,0,0,1,-1,335.6,52,40,None,,1,3,3.9,4.4,3,2.64,0.14,8.56,0.46,5.92,22.17,1.2,0.32,Antoine,4.4,47,22,20,1.09,5,139.6,13,10,78,False,371.0,66,19,1656,,2024-11-13T14:00:07.717891Z,56,99,61,0,0,None,0,,437730.jpg,3.9,58,23,0,81,False,0,0.0,Semenyo,6.2,61,16,False,None,19,1.03,a,3,91,2023-01-27,696.0,4,2,74,2405716,24610,1917851,106995,0.8,13.2,Semenyo,5
